   CITY                       ,   LAT,    LON,25-Aug,26-Aug,27-Aug,28-Aug,29-Aug,30-Aug,31-Aug,1-Sep,Totals,Sum,IsSum_Total_Same?
Lost Creek 1 SSE,30.26,-97.83,,,,,,,,,5.34,0,0
Lost Creek 5.1 SW,30.2412528991699,97.9028549194336,,0.22,5.55,3.42,,,,,9.19,9.19,1
Lost Maples State Park 1 SSW/Bandera County,29.8,-99.59,,,,,,,,,0.22,0,0
Lott 7.2 WSW,31.168434,97.146591,0.19,0.25,1.3,0.44,0,0,0,0,2.18,2.18,1
Lott 7.6 SW,31.120939,97.113987,,,1.62,0.72,,,,,2.34,2.34,1
Lowry Crossing 0.3 SSE,33.163622,96.543231,0,,,,,,,,0,0,1
Loyal Valley 11 S,30.42,-99.01,,,,,,,,,1.77,0,0
Loyal Valley 6 NE,30.64,-98.95,,,,,,,,,0.52,0,0
Loyal Valley 9 WSW,30.52,-99.12,,,,,,,,,1.07,0,0
LUBBOCK                       ,33.65,-101.81,,,0,0,,,,,0,0,1
LUBBOCK                  3 W,33.59,-101.9,,,0,0,,,,,0,0,1
LUBBOCK                  9 N,33.69,-101.82,,,,0.32,,,,,0.32,0.32,1
Lubbock 0.7 SE,33.568085,101.867666,0,0.03,0,0.21,0,0,0,0,0.24,0.24,1
Lubbock 0.7 WSW,33.570308,101.885526,0,0.07,0,0,0.05,0,0,0,0.12,0.12,1
Lubbock 1.1 SE,33.565021,101.862286,0,0.02,0,,,0,,,0.02,0.02,1
Lubbock 13.2 N,33.766727,101.875246,0,0,0,0,0.4,0,0,0,0.4,0.4,1
Lubbock 3.0 S,33.53308,101.87809,0,0.06,0.01,0,0.05,0,0,0,0.12,0.12,1
Lubbock 3.1 S,33.5317,101.8817,0,0.09,0,0,0.05,0,0,0,0.14,0.14,1
Lubbock 4.8 SW,33.5313949584961,101.938934326172,,0.25,,,,,,,0.25,0.25,1
Lubbock 4.9 SW,33.520973,101.928201,,0.3,,,,,,,0.3,0.3,1
Lubbock 5.3 SSW,33.511535,101.92604,0,0.25,0,0,0.12,0,0,0,0.37,0.37,1
Lubbock 5.6 S,33.4958,101.8935,,0.13,,,0.03,,,,0.16,0.16,1
Lubbock 6.1 SW,33.502553,101.934738,,0.06,0.01,,0.11,,,,0.18,0.18,1
Lubbock 6.4 NW,33.63563,101.9606,0,0.06,0.08,0,0.43,0,0,0,0.57,0.57,1
Lubbock 6.7 SW,33.517194,101.968072,0,0.04,0.01,0,0,0,0,0,0.05,0.05,1
Lubbock 7.2 S,33.47282,101.89279,0,0.1,,,,,,,0.1,0.1,1
Luce Bayou @ FM 2100,30.066797,-95.098243,0.48,5.08,15.24,5.88,5.52,0,0,,32.2,32.2,1
LUCKENBACH                    ,30.18,-98.75,0,0.31,0.65,0.19,0,,,,1.15,1.15,1
LUFKIN                        ,31.24,-94.75,0,0,2.38,4.34,1.49,2.07,2.06,,12.34,12.34,1
LUFKIN                        ,31.38,-94.72,0.5,,3.22,4.2,1.01,2,2.05,,12.98,12.98,1
Lufkin 0.9 SSE,31.321198,94.721054,0.07,0,2.75,3.9,1.13,2.12,1.99,,11.96,11.96,1
Lufkin 3.0 SW,31.3034,94.7627,0,0,2.33,4.42,1.05,2.28,1.66,0,11.74,11.74,1
Lufkin 5.2 WNW,31.3626864552498,94.8073480278254,0.03,0,2.69,3.42,0.75,1.4,1.71,0,10,10,1
Lufkin 7.0 W,31.321333,94.844472,0,0,2.31,3.82,0.7,1.76,1.01,0,9.6,9.6,1
Lufkin 7.6 WSW,31.297985,94.847255,0.03,0,1.97,4.1,1.05,1.51,1.51,0,10.17,10.17,1
Luling 0.9 SE,29.674952,97.637825,0.23,1.96,6.24,3.25,,,,,11.68,11.68,1
Luling 4.4 NNW,29.740865,97.680187,0.13,1.9,8.45,2.53,0.05,0,0,0,13.06,13.06,1
Luling 6.9 NW,29.754891,97.729647,0.04,1.66,7.78,2.05,0.01,0,,,11.54,11.54,1
Luling 7.4 NE,29.746275,97.548574,,3.4,7.94,2.23,,,,,13.57,13.57,1
Luling 7.8 ENE,29.706758,97.521426,0,2.63,7.58,4.43,0,0,0,0,14.64,14.64,1
Luling/San Marcos River,29.67,-97.65,,,,,,,,,6.26,0,0
LUMBERTON                2 NNE,30.25,-94.18,0.65,0.3,5.05,8.95,4.8,15.35,2.25,0,37.35,37.35,1
Lumberton 1.2 WNW,30.272034,94.220139,,,5.4,10.15,5.34,14.81,2.83,0,38.53,38.53,1
Lytle 1.1 NW,29.2457089,98.8105678,,,0.29,,,,,,0.29,0.29,1
Lytle 2.0 SSE,29.2069488,98.7853321,0.04,0.24,0.41,0.03,0,,0,0,0.72,0.72,1
MADISONVILLE                  ,30.95,-95.91,0,0.2,2.17,6.06,0.49,0.03,,,8.95,8.95,1
Madisonville 3.5 S,30.902307,95.918207,,0.24,5.54,8.56,,0.02,0,,14.36,14.36,1
Magnolia 2.8 S,30.170301,95.755222,0,3.08,14.72,6.85,1.91,0.37,0,0,26.93,26.93,1
MANCHACA                 4 W,30.14,-97.9,0,0.91,6.71,1.61,0.01,0,,,9.24,9.24,1
Manchaca 2.1 ENE,30.1368,97.86819,0,1.8,6.51,1.88,0,0,0,0,10.19,10.19,1
MANOR                         ,30.3,-97.57,0.04,1.2,6.73,1.99,0.01,0,,,9.97,9.97,1
Manor 3 SSW,30.43,-97.57,,,,,,,,,9.91,0,0
Manor 5.5 SSE,30.276646,97.511497,0.03,3.66,10.65,2.22,,,,,16.56,16.56,1
Mansfield 1 W,32.56,-97.16,,,,,,,,,4.9,0,0
Mansfield 1.7 NNE,32.591606,97.110678,0.1,0,0.08,1.16,,,,,1.34,1.34,1
Mansfield 2.6 NNE,32.602139,97.101033,0,0,0.1,1.18,0.36,0,0,0,1.64,1.64,1
Mansfield 4 N,32.63,-97.14,,,,,,,,,4.94,0,0
Mansfield 5.3 W,32.568004,97.208167,0.06,0,0.1,0.83,0.03,0,0,0,1.02,1.02,1
Mansfield Dam 2 ENE,30.4,-97.88,,,,,,,,,6.21,0,0
Mansfield Dam 4 N,30.46,-97.91,,,,,,,,,4.94,0,0
MARBLE FALLS                  ,30.54,-98.27,0,0.24,0.94,0.42,0,,,,1.6,1.6,1
MARBLE FALLS                  ,30.58,-98.28,0,0.13,0.68,0.33,0,,,,1.14,1.14,1
MARBLE FALLS                  ,30.61,-98.23,0.25,0.06,0.76,0.4,0,,,,1.47,1.47,1
MARBLE FALLS             4 WSW,30.55,-98.34,0,0.09,0.65,0.34,0,,,,1.08,1.08,1
MARBLE FALLS             6 ENE,30.6,-98.17,0.03,0.06,1.16,0.53,0,,,,1.78,1.78,1
MARBLE FALLS            14 ESE,30.57,-98.04,0.42,0.19,2.13,0.98,0,,,,3.72,3.72,1
Marble Falls 0.7 NW,30.587315,98.27883,0.02,0.26,0.67,0.36,0,0,0,0,1.31,1.31,1
Marble Falls 1.3 SSW,30.5632,98.28352,,0.19,0.9,,0.14,0,0,,1.23,1.23,1
Marble Falls 2.7 SE,30.550485,98.240923,0.05,0.3,0.97,0.4,0,0,0,0,1.72,1.72,1
Marble Falls 3 NE,30.6,-98.25,,,,,,,,,1.2,0,0
Marble Falls 3.2 ESE,30.569718,98.219531,0.01,0.16,,,,,,,0.17,0.17,1
Marble Falls 3.4 NW,30.6146083333,98.3134361111,0,0.38,0.37,0.2,0,0,0,0,0.95,0.95,1
Marble Falls 5.1 NW,30.6348781585693,98.3294067382813,0,,0.42,0.34,,,,,0.76,0.76,1
Marble Falls 5.5 NNW,30.65638889,98.29722222,,0.15,0.62,0.31,0,0,0,0,1.08,1.08,1
Marble Falls 5.8 NNW,30.66008333,98.30588333,0,0.05,0.63,0.32,0,0,0,0,1,1,1
Marfa 1.0 NNE,30.323127,104.016231,0.09,0,0,0,0,0,0,0,0.09,0.09,1
Marion 5.0 SSW,29.503745,98.164247,0,1.02,2.94,0.93,0,0,0,0,4.89,4.89,1
Marion 6.3 SW,29.492066,98.191072,0.01,1.02,3.03,0.92,0.01,0,0,0,4.99,4.99,1
Marsh Unit @ Hwy 87 @ Park Rd 69,29.68444,-94.03278,1.85,1.53,4.06,3.11,15.75,0.39,0,,26.69,26.69,1
MARSHALL                      ,32.54,-94.35,,,,0.1,0,0.2,0.5,0,0.8,0.8,1
Marshall 9.7 SE,32.439976260066,94.2302881926298,0,0,0.31,0.1,0,0.35,1.08,0,1.84,1.84,1
Martindale 1.7 NNW,29.863903,97.858339,,1.67,8.7,2.62,0.08,0,0,0,13.07,13.07,1
MASON                         ,30.72,-99.2,0.33,0,0.17,0.27,,,,,0.77,0.77,1
MASON                         ,30.74,-99.24,0.09,0,0.22,0.25,,,,,0.56,0.56,1
MASON                         ,30.74,-99.12,0.22,0.01,0.15,0.32,,,,,0.7,0.70,1
MASON                    2 ESE,30.66,-99.11,0,0.04,0.08,0.58,,,,,0.7,0.7,1
MASON                    2 NE,30.64,-99.1,0.01,0.05,0.08,0.62,,,,,0.76,0.76,1
MASON                    3 ESE,30.74,-99.19,0.22,0,0.2,0.29,,,,,0.71,0.71,1
MASON                    3 NNE,30.79,-99.22,0.61,0.33,0.25,0.38,,,,,1.57,1.57,1
MASON                   11 S,30.59,-99.31,0.02,0.11,0.15,0.17,,,,,0.45,0.45,1
MASON                   13 WNW,30.84,-99.42,0,0.51,0.07,0.23,,,,,0.81,0.81,1
MASON                   14 SSW,30.54,-99.27,0,0.03,0.23,0.43,,,,,0.69,0.69,1
MASON                   15 ENE,30.8,-98.98,0.32,0.04,0.06,0.15,0,,,,0.57,0.57,1
MASON                   15 NNE,30.95,-99.12,0.36,0,0.3,0.3,,,,,0.96,0.96,1
MASON                   15 W,30.72,-99.48,0.02,0.08,0.03,0.4,,,,,0.53,0.53,1
MASON                   17 SE,30.57,-99.04,0,0.01,0.4,0.42,,,,,0.83,0.83,1
Mason 0.4 W,30.7496,99.238,0.14,0,0.2,0.48,0.01,0,0,0,0.83,0.83,1
Mason 0.6 SSE,30.741928,99.22691,0.1,0.02,,,,,,,0.12,0.12,1
Mason 17.3 ESE,30.6145352125168,98.9868452399969,0,0,0.46,0.26,0,,,0,0.72,0.72,1
Mason Creek @ Prince Creek Drive,29.76716,-95.728164,1.08,7.88,16.72,5.24,1.36,0,0,,32.28,32.28,1
MATAGORDA                6 S,28.61,-95.96,1.07,7.4,5.21,0.88,2.28,0.02,0,,16.86,16.86,1
MATHIS                   5 SSW,28.04,-97.87,0,1.99,0.67,0.03,0.01,0,,,2.7,2.7,1
Maxwell 1.5 NE,29.897328,97.786143,0.04,4.75,5.25,1.07,0.02,0,0,0,11.13,11.13,1
Mayhaw Bayou @ Brush Island Road,29.85389,-94.35056,1.3,3.03,11.11,7.16,18.9,2.44,0,,43.94,43.94,1
Mayhaw Bayou @ Englin Road,29.79361,-94.32889,1.73,3.27,10.48,6.57,21.57,2.17,0,,45.79,45.79,1
Mayhaw Bayou @ Wilber Road,29.8075,-94.26194,1.61,2.8,8.15,5.75,20.51,1.73,0,,40.55,40.55,1
Mayhaw Bayou Diversion at Structure Ditch 8101,29.75167,-94.3447,2.28,2.95,10,6.85,18.74,1.38,0,,42.2,42.2,1
Maypearl 0.6 WSW,32.3117,97.0159,0.02,0,0.11,0.71,0.01,0,0,0,0.85,0.85,1
MC ALLEN                      ,26.18,-98.24,0.01,0,0,0,,,,,0.01,0.01,1
McAdoo Ranch,31.31727,104.97028,,,,,,,0,,0,0,1
MCALLEN                       ,26.2,-98.22,,0,0,0,0,,,,0,0,1
MCDADE                   3 SSW,30.17,-97.26,0,3.05,7.79,2.29,0.04,0,,,13.17,13.17,1
McDade 4.6 SSW,30.2199,97.257483,,2.75,6.94,2.4,0.05,,,,12.14,12.14,1
MCGREGOR                      ,31.48,-97.32,0.65,,,0.29,,,,,0.94,0.94,1
MCGREGOR                 4 S,31.38,-97.41,0.01,0.11,0.83,0.45,0,0,,,1.4,1.4,1
MCKINNEY                      ,33.24,-96.61,,,0,0,0,0,,,0,0,1
MCKINNEY                      ,33.18,-96.59,,,0.02,0.03,0.01,0,,,0.06,0.06,1
McKinney 1.6 ESE,33.19275,96.62883,0,0.1,0.02,0,0,0,0,0,0.12,0.12,1
Mckinney 3.1 SW,33.1685,96.693,0,0.05,0.08,0.02,0.01,0,,,0.16,0.16,1
McKinney 4.0 SE,33.1649,96.6013,,,0.15,0.23,,,,,0.38,0.38,1
McKinney 7.3 NE,33.243423,96.525862,0,0.11,0.03,0,0.02,0,0,0,0.16,0.16,1
McQueeney 0.5 ENE,29.59955,98.03549,0.04,1.51,4.93,2.02,,,,,8.5,8.50,1
Mcqueeney 1 N,29.62,-98.05,,,,,,,,,3.07,0,0
Mcqueeney 1.8 N,29.6238899,98.0470123,,0.22,7.07,,,,,,7.29,7.29,1
Mcqueeney 3.4 SW,29.56465,98.085474,0.01,1.25,3.1,1.33,,,,,5.69,5.69,1
Meadowlakes 0.2 NE,30.5654144287109,98.29345703125,0.18,,1.14,,,,,,1.32,1.32,1
Meadowlakes 0.4 SW,30.55911,98.30106,0,0.1,0.72,0.36,0,0,0,0,1.18,1.18,1
Meadowlakes 0.4 W,30.564016,98.301631,,,0.52,,,,,,0.52,0.52,1
Meadowlakes 2 SE,30.54,-98.28,,,,,,,,,1.58,0,0
MEDINA                        ,29.8,-99.25,,0.28,0.07,0.21,,,,,0.56,0.56,1
Medina 1.1 S,29.7811,99.2453,0,0.14,0.07,0.23,0,0,0,0,0.44,0.44,1
Medina 2.1 NNE,29.825151,99.234753,,0.26,0.13,0.36,,,,,0.75,0.75,1
Medina 3.0 NW,29.832256,99.278103,,0.14,0.08,0.11,0,,,,0.33,0.33,1
Medina River @ Patterson Rd/Bandera County,29.79,-99.25,,,,,,,,,0.64,0,0
MENARD                        ,30.91,-99.78,0,0.45,0.38,0.27,,,,,1.1,1.1,1
MENARD                        ,30.92,-99.79,0,0.97,0.27,0.34,,,,,1.58,1.58,1
MENARD                   6 NW,30.99,-99.84,,0.19,,,,,,,0.19,0.19,1
MENARD                  12 SSE,30.76,-99.71,0.37,0.94,0.13,0.09,,,,,1.53,1.53,1
Meridian 12.3 WSW,31.8288,97.8234,0.12,0.62,1.37,0.75,0,0,0,0,2.86,2.86,1
Merkel 5.8 SW,32.409633,100.08463,0,3.45,0.17,0.01,0,0,0,0,3.63,3.63,1
Mesquite 2.3 N,32.8025,96.6065,0,0.02,0.05,0.11,0.13,0,0,0,0.31,0.31,1
Mesquite 2.4 W,32.77092,96.640881,0,0,0.04,0.24,0.07,0,0,0,0.35,0.35,1
Mesquite 3.7 N,32.822,96.5999,0,0,0.03,0.2,0.21,0,0,0,0.44,0.44,1
Mexia 5.9 S,31.59545,96.4703,,,1.41,,,,,,1.41,1.41,1
Mexia 9.4 SSE,31.556142,96.4251,0,0,0,3,0,0,0,0,3,3,1
MHMR South 8th & Washington Blvd. @ Ditch 110,30.05778,-94.12361,0.48,2.12,8.51,5.98,19.25,5.12,0,,41.46,41.46,1
Mico 5.0 E,29.534379,98.841015,0.09,0.04,0.29,0.02,0,0,,0,0.44,0.44,1
Middle Yegua Creek/Dime Box,30.34,-96.9,,,,,,,,,15.07,0,0
Midland 0.8 SE,32.0188064575195,102.089218139648,0.13,,,,,,,,0.13,0.13,1
Midland 1.5 SSE,32.008756,102.0869249,0.06,,,,,,,,0.06,0.06,1
Midland 12.1 S,31.85215,102.07606,0.04,0,0,0,0,0,0,0,0.04,0.04,1
Midland 2.0 S,31.998546,102.105605,0.04,0,,0,,,,,0.04,0.04,1
Midland 2.7 S,31.988047,102.108696,0.04,,,,,,,,0.04,0.04,1
Midland 3.0 WSW,32.00634,102.14626,0.07,0,0,0,0,0,0,0,0.07,0.07,1
Midland 5.8 SSE,31.9482574462891,102.062431335449,0.2,0,0,0,0,0,0,0,0.2,0.2,1
MIDLOTHIAN                    ,32.48,-97.99,,,0.02,1.15,0.02,0.2,,,1.39,1.39,1
Midlothian 3.5 S,32.44396667,97.00333333,0,0,0.03,0.55,0,0,0,0,0.58,0.58,1
Midlothian 3.6 ENE,32.514476,96.941021,,,,,,0,0,0,0,0,1
Midlothian 5.2 SE,32.440833,96.934833,0,0.01,0.03,0.33,0.01,0,0,0,0.38,0.38,1
Midlothian 5.2 SSW,32.422096,97.022944,0,0,0.04,0.52,0,0,0,0,0.56,0.56,1
Midlothian 6.2 S,32.404621,97.012957,0,0,0.08,0.5,0,0,0,0,0.58,0.58,1
Milano 4.3 SE,30.657385,96.816685,0.07,2.49,7.48,3.2,0.27,0,0,0,13.51,13.51,1
Milano 5.2 SSE,30.6398230791092,96.8212779611349,0.03,2.55,8.11,4.2,0.12,0.03,0,0,15.04,15.04,1
Miles 6.5 SSE,31.50866,100.158752,0,0.21,0.08,,0,,0,,0.29,0.29,1
Mineola 1.6 E,32.662885,95.46191667,0,0.1,0.04,0,0,0,0,0,0.14,0.14,1
MINERAL WELLS                 ,32.78,-98.06,,,0.21,0.03,,,,,0.24,0.24,1
MISSION                  6 SW,26.14,-98.32,,,0,,,,,,0,0,1
Mission 1.9 ENE,26.2224,98.2881,0.05,,,,,,,,0.05,0.05,1
Mission 4.3 WSW,26.185857,98.380766,0.47,,,,,,,,0.47,0.47,1
Mission 9.6 N,26.3508152961731,98.3112182468176,,0.19,,,,,,,0.19,0.19,1
Mission Bend 0.8 N,29.7054,95.6652,0.04,5.05,10.6,9.9,6.61,0.34,0,0,32.54,32.54,1
Mission Bend 1.4 N,29.71291,95.668838,0.05,4.45,11.05,10.05,6.28,,,,31.88,31.88,1
Mission Bend 5.6 NNW,29.7668380737305,95.7060775756836,,4.8,12.5,17,6,,,,40.3,40.3,1
Mission Bend 5.7 NNW,29.766,95.7086,0.02,4.49,11.29,12.47,5.93,0.26,0,0,34.46,34.46,1
Mission Bend 6 WNW,29.73,-95.75,,,,,,,,,36.5,0,0
Missouri City 7.5 SSE,29.4702243804932,95.4934234619141,,,,,,,,0,0,0,1
Mont Belvieu 1.5 NNW,29.872228,94.889339,,2.28,13.99,11.3,9.55,2.01,0,0,39.13,39.13,1
Mont Belvieu 2 SSW,29.82,-94.9,,,,,,,,,42,0,0
MONTGOMERY                    ,30.4,-95.7,0,2.5,,9.1,1.2,0.45,0,,13.25,13.25,1
Montgomery 0.4 N,30.39761667,95.69545,0,1,9,8.21,1,0.45,0,0,19.66,19.66,1
Montgomery 12.2 SE,30.27309,95.543657,,,10.85,,,0.35,0,,11.2,11.20,1
Montgomery 2.6 NE,30.413,95.66,0,0.82,9.49,8.87,1.19,0.49,0,0,20.86,20.86,1
Montgomery 3.8 ESE,30.3774013519287,95.6334533691406,0,1.03,9.31,8.61,2.9,1.05,,,22.9,22.9,1
Montgomery 4.0 N,30.449564,95.690108,0,0.6,,,,,0,0,0.6,0.6,1
Montgomery 4.9 E,30.38671875,95.6135482788086,,,11.06,,,,,,11.06,11.06,1
MONTICELLO               4 E,33.08,-95,,,0,0,0,0,0,,0,0,1
Moody 7.1 W,31.321054,97.478829,,0,0.88,0.63,,0,,,1.51,1.51,1
Moore Rd. Detention Pond,30.0975,-94.27278,0.67,2.67,8.55,6.81,16.57,3.98,0,,39.25,39.25,1
Moran 7.3 N,32.65181667,99.15875,0,0.33,0.05,,,,,0,0.38,0.38,1
Morgan 4.7 NE,32.063,97.547,0.4,0.09,0.15,0.68,0.35,,,,1.67,1.67,1
Moscow 7.0 W,30.8977094292641,94.9428478628397,0.19,2.03,5.02,6.2,3,2.05,,,18.49,18.49,1
Moulton,29.58,-97.14,,,,,,,,,19.56,0,0
MOULTON                  1 SSE,29.57,-97.14,0,3.8,9.01,7.1,0.14,0,,,20.05,20.05,1
Moulton 6.9 SE,29.5121612548828,97.0535125732422,0.5,3.94,8.76,5.35,0.49,0,0,0,19.04,19.04,1
Mound Creek @ FM 362,30.043079,-95.936264,0.48,8.72,14.48,1.96,0.2,0,0,,25.84,25.84,1
Mount Enterprise 9.3 N,32.043,94.6537,,,,,,,,0,0,0,1
Mount Pleasant 1.6 SE,33.147175,94.958441,0,,0,,0,,0,,0,0,1
Mount Pleasant 9.8 NNW,33.29791667,95.03633333,,,,,0,0,,,0,0,1
Mountain City 4 WNW,30.06,-97.94,,,,,,,,,9.71,0,0
Mountain City 4 WSW,30.02,-97.94,,,,,,,,,2.4,0,0
Mountain City 6.7 WNW,30.058889,98.003444,0,1.08,6.43,1.3,0.01,0,0,0,8.82,8.82,1
Mountain Home 4 ENE,30.19,-99.32,,,,,,,,,0.56,0,0
MUENSTER                      ,33.65,-97.37,,,0,0,0,0,,,0,0,1
MULDOON                       ,29.85,-97.04,0.07,3.29,11.55,11.71,0.15,0.01,,,26.78,26.78,1
MULDOON                  6 WSW,29.78,-97.16,0.09,3.28,10.15,10.89,0.12,0.03,,,24.56,24.56,1
Muldoon 2 NE,29.84,-97.05,,,,,,,,,26.63,0,0
MULLIN                   6 W,31.52,-98.74,0.02,0.01,0.79,0.1,0,,,,0.92,0.92,1
Mullin 3.9 WSW,31.52797,98.72429,0,0.12,0.78,0.14,0,0,0,0,1.04,1.04,1
MUNDAY                        ,33.45,-99.63,,,,0,,,,,0,0,1
MUNDAY                  13 ESE,33.41,-99.4,,,0,0,,,,,0,0,1
Murchison 7.7 NNE,32.367602,95.686202,0,0.11,0.05,0.03,0,0,0,0,0.19,0.19,1
Murphy 0.9 SSW,33.000497,96.6115536,0,0.05,0.05,0.01,0.29,0,0,0,0.4,0.4,1
Murphy 1.2 ESE,33.006255,96.594507,,,,0.02,,,,,0.02,0.02,1
NACOGDOCHES                   ,31.58,-94.71,0,0,0.86,2.27,0.48,0.86,1.42,,5.89,5.89,1
Nacogdoches 9.5 NE,31.69850731,94.52358246,0,0,1.07,1.75,0.42,1.08,2.06,0,6.38,6.38,1
Nacogdoches Arbor Oak,31.567802,94.681734,0,0,1.04,2.44,1.76,0.87,2.24,0,8.35,8.35,1
Nassau Bay 1 N,29.55,-95.09,,,,,,,,,42.99,0,0
Nassau Bay 1 NW,29.55,-95.1,,,,,,,,,42.99,0,0
Nassau Bay 1.6 NNW,29.567044,95.098236,0,5.98,0,0,0,0,0,0,5.98,5.98,1
Nassau Bay 2 NW,29.56,-95.11,,,,,,,,,43.86,0,0
Nassau Bay 2 SSE,29.51,-95.08,,,,,,,,,47.86,0,0
Nassau Bay 3 NNW,29.58,-95.1,,,,,,,,,44.7,0,0
Natalia 0.4 NE,29.1936,98.8508,,0.21,0.26,,,,,,0.47,0.47,1
Natalia 4.7 SSE,29.131852,98.817638,0,0.19,0.45,0.02,0,0,0,0,0.66,0.66,1
Natalia 5.4 SSE,29.1190719604492,98.817512512207,0,0.17,0.55,0.01,0,0,0,0,0.73,0.73,1
Near Brushy Creek,30.51,-97.74,,,,,,,,,5.47,0,0
Near Hutto,30.54,-97.55,,,,,,,,,5.52,0,0
Near Hutto,30.54,-97.55,,,,,,,,,5.03,0,0
Near Jollyville,30.47,-97.74,,,,,,,,,6.64,0,0
Near Round Rock,30.51,-97.68,,,,,,,,,4.98,0,0
Near Round Rock,30.51,-97.68,,,,,,,,,5.07,0,0
Nederland 1.5 SW,29.95,-94.01,1.75,3.43,13.36,7.97,31.35,2.71,0.01,,60.58,60.58,1
Nederland 2.2 SE,29.94,-93.97,0.92,3.26,8.52,5.99,19.2,3.28,0.02,,41.19,41.19,1
Nederland 3.6 S,29.91,-94,0.94,2.18,8.53,5.8,22.36,3.66,0,,43.47,43.47,1
Nederland 7 WSW,29.93,-94.1,,,,,,,,,40.87,0,0
Needmore Diversion D-8001 @ Hwy 73,29.84556,-94.1722,0.63,0.71,1.81,4.14,24.84,1.89,0,,34.02,34.02,1
Needmore Diversion Saltwater Barrier,29.6909,-94.1709,2.59,2.96,4.96,4.64,19.06,0.51,0,,34.72,34.72,1
New Berlin  ,29.53,-98.28,,,,,,,,,3.97,0,0
New Berlin 6.7 SE,29.40624,98.01159,0.01,1.36,5.13,1.94,,,,,8.44,8.44,1
NEW BOSTON                    ,33.45,-94.41,,,,0,,0,,0,0,0,1
New Braunfels,29.7,-98.03,,,,,,,,,7.77,0,0
NEW BRAUNFELS                 ,29.7,-98.04,0.1,1.04,4.51,1.37,0,,,,7.02,7.02,1
New Braunfels 0.1 ENE,29.704998,98.115385,,1,4.32,1.09,0.02,,,,6.43,6.43,1
New Braunfels 0.5 N,29.7108631134033,98.1185150146484,0.01,1.1,4.08,1.05,0,0,0,0,6.24,6.24,1
New Braunfels 1.5 NNW,29.72356,98.12778,0.06,1.36,3.55,0.91,0,0,0,0,5.88,5.88,1
New Braunfels 1.6 WNW,29.71307,98.141229,0,0.7,1.45,0.53,,,,0,2.68,2.68,1
New Braunfels 1.7 E,29.7057303448115,98.0895788672206,0,0.75,3.76,,,,,,4.51,4.51,1
New Braunfels 1.8 WNW,29.712391,98.146603,0,1.4,3.37,0.85,,,,,5.62,5.62,1
New Braunfels 1.9 SSE,29.677673,98.110763,0,0.95,2.72,0.91,0,0,0,,4.58,4.58,1
New Braunfels 10.0 W,29.70746725,98.28427748,0.39,0.6,3.6,0.58,0,0,0,0,5.17,5.17,1
New Braunfels 10.0 W,29.697746,98.283194,0.26,0.55,4.27,0.76,0.01,0,0,0,5.85,5.85,1
New Braunfels 10.2 N,29.8509438335896,98.12673792243,1.1,0.85,4.97,0.9,0.02,0,0,,7.84,7.84,1
New Braunfels 10.4 NW,29.807911,98.242315,0.18,0.71,4.14,0.61,,,,,5.64,5.64,1
New Braunfels 13.1 NW,29.829718,98.281219,0.02,0.64,2.65,0.33,,,,,3.64,3.64,1
New Braunfels 2.2 ESE,29.692720413208,98.0832824707031,,1.85,3.47,1.19,,,,,6.51,6.51,1
New Braunfels 2.3 NE,29.730536,98.09376,0.15,1.85,4.35,1.31,,,,,7.66,7.66,1
New Braunfels 2.4 S,29.669992,98.114313,0,0.82,3.25,0.89,0,0,0,0,4.96,4.96,1
New Braunfels 2.4 SSW,29.670093,98.127538,0,0.66,1.3,0.64,0,0,0,0,2.6,2.6,1
New Braunfels 2.5 SSE,29.671703,98.098662,0,1.02,3.91,1.18,0,0,0,0,6.11,6.11,1
New Braunfels 2.6 ESE,29.694992,98.075346,0,0,4.42,2.03,0.21,,0,,6.66,6.66,1
New Braunfels 2.8 NNE,29.7427,98.1009,0.11,1.02,3.84,1.04,0.02,0,0,0,6.03,6.03,1
New Braunfels 3.1 WNW,29.720969,98.165542,0.02,0.51,3.52,0.68,0.01,0,0,0,4.74,4.74,1
New Braunfels 3.4 N,29.753267,98.123332,0.05,1.21,4.38,1,0,0,0,,6.64,6.64,1
New Braunfels 4.6 W,29.710922,98.193596,0.07,0.8,3.49,0.55,0,0,0,0,4.91,4.91,1
New Braunfels 5.0 W,29.704337,98.201231,,0.95,3.15,0.48,,,,,4.58,4.58,1
New Braunfels 5.3 NW,29.755974,98.182416,0,0.71,,,,,,,0.71,0.71,1
New Braunfels 5.4 ESE,29.676621,98.032537,,,,,0,0,0,0,0,0,1
New Braunfels 5.5 WNW,29.734,98.2021,0,0.69,4.01,0.6,0,0,0,0,5.3,5.3,1
New Braunfels 5.6 SSE,29.629335,98.083431,0,0.97,4.05,1.36,,0,0,0,6.38,6.38,1
New Braunfels 5.6 WNW,29.7333,98.2043,,0.38,3.12,0.45,0.01,,,,3.96,3.96,1
New Braunfels 5.8 SW,29.6559807658196,98.1959798187017,0,0.62,2.23,0.37,0,0,0,0,3.22,3.22,1
New Braunfels 5.9 NW,29.765288,98.186506,0.01,0.75,3.88,0.54,0,0,0,0,5.18,5.18,1
New Braunfels 6.3 NNE,29.787889,98.077005,0,1.49,4.68,1.41,0.01,0,0,0,7.59,7.59,1
New Braunfels 7.0 NNE,29.79541,98.06798,0,0.32,,,,0,,0,0.32,0.32,1
